Speaker Analysis Results (sorted by duration)
===========================================

Total speakers found: 509

Speaker Name                                  | Duration (hours)
spk_en_el_v2_233                                 |           0.02
spk_en_el_v2_289                                 |           0.02
spk_en_el_v2_396                                 |           0.02
spk_en_el_v2_423                                 |           0.02
spk_en_el_v2_462                                 |           0.02
spk_en_el_v2_409                                 |           0.02
spk_en_el_v2_35                                  |           0.02
spk_en_el_v2_393                                 |           0.02
spk_en_el_v2_236                                 |           0.02
spk_en_el_v2_271                                 |           0.02
spk_en_el_v2_301                                 |           0.02
spk_en_el_v2_291                                 |           0.02
spk_en_el_v2_123                                 |           0.02
spk_en_el_v2_189                                 |           0.02
spk_en_el_v2_372                                 |           0.02
spk_en_el_v2_192                                 |           0.02
spk_en_el_v2_408                                 |           0.02
spk_en_el_v2_125                                 |           0.02
spk_en_el_v2_456                                 |           0.02
spk_en_el_v2_134                                 |           0.02
spk_en_el_v2_209                                 |           0.02
spk_en_el_v2_244                                 |           0.02
spk_en_el_v2_403                                 |           0.02
spk_en_el_v2_256                                 |           0.02
spk_en_el_v2_469                                 |           0.02
spk_en_el_v2_222                                 |           0.02
spk_en_el_v2_416                                 |           0.02
spk_en_el_v2_338                                 |           0.02
spk_en_el_v2_108                                 |           0.02
spk_en_el_v2_215                                 |           0.02
spk_en_el_v2_439                                 |           0.02
spk_en_el_v2_310                                 |           0.02
spk_en_el_v2_232                                 |           0.02
spk_en_el_v2_445                                 |           0.02
spk_en_el_v2_86                                  |           0.02
spk_en_el_v2_307                                 |           0.02
spk_en_el_v2_440                                 |           0.02
spk_en_el_v2_69                                  |           0.02
spk_en_el_v2_377                                 |           0.02
spk_en_el_v2_431                                 |           0.02
spk_en_el_v2_84                                  |           0.02
spk_en_el_v2_98                                  |           0.02
spk_en_el_v2_304                                 |           0.02
spk_en_el_v2_395                                 |           0.02
spk_en_el_v2_326                                 |           0.02
spk_en_el_v2_290                                 |           0.02
spk_en_el_v2_217                                 |           0.02
spk_en_el_v2_311                                 |           0.02
spk_en_el_v2_323                                 |           0.02
spk_en_el_v2_376                                 |           0.02
spk_en_el_v2_400                                 |           0.02
spk_en_el_v2_175                                 |           0.02
spk_en_el_v2_394                                 |           0.02
spk_en_el_v2_419                                 |           0.02
spk_en_el_v2_407                                 |           0.02
spk_en_el_v2_356                                 |           0.02
spk_en_el_v2_392                                 |           0.02
spk_en_el_v2_103                                 |           0.02
spk_en_el_v2_375                                 |           0.02
spk_en_el_v2_313                                 |           0.02
